Treatment.Date,Insecticide,Fungicide,Adjuvant,Dose,Dead,Treated
2020-08-16,Intrepid,none,LI700,30,14,20
2020-08-23,Intrepid,none,LI700,0,0,20
2020-08-23,Intrepid,none,LI700,1,0,20
2020-08-23,Intrepid,none,LI700,3,0,20
2020-08-23,Intrepid,none,LI700,10,0,20
2020-08-23,Intrepid,none,LI700,30,0,20
2020-09-02,Intrepid,none,LI700,0,1,20
2020-09-02,Intrepid,none,LI700,1,0,20
2020-09-02,Intrepid,none,LI700,3,0,20
2020-09-02,Intrepid,none,LI700,10,2,20
2020-09-02,Intrepid,none,LI700,30,0,20
2020-09-02,Intrepid,none,LI700,40,3,20
2020-09-02,Intrepid,none,LI700,50,11,20
2020-09-09,Intrepid,none,LI700,0,0,20
2020-09-09,Intrepid,none,LI700,1,1,20
2020-09-09,Intrepid,none,LI700,3,0,20
2020-09-09,Intrepid,none,LI700,10,2,20
2020-09-09,Intrepid,none,LI700,30,0,20
2020-09-09,Intrepid,none,LI700,40,0,20
2020-09-09,Intrepid,none,LI700,50,3,20
2020-09-13,Intrepid,none,LI700,0,0,20
2020-09-13,Intrepid,none,LI700,1,1,20
2020-09-13,Intrepid,none,LI700,3,0,20
2020-09-13,Intrepid,none,LI700,10,0,20
2020-09-13,Intrepid,none,LI700,30,1,20
2020-09-13,Intrepid,none,LI700,40,2,20
2020-09-13,Intrepid,none,LI700,50,9,20
2020-08-19,Intrepid,none,NuFilmP,0,0,20
2020-08-19,Intrepid,none,NuFilmP,1,0,20
2020-08-19,Intrepid,none,NuFilmP,3,1,20
2020-08-19,Intrepid,none,NuFilmP,10,1,20
2020-08-19,Intrepid,none,NuFilmP,30,0,20
2020-08-26,Intrepid,none,NuFilmP,0,0,20
2020-08-26,Intrepid,none,NuFilmP,1,0,20
2020-08-26,Intrepid,none,NuFilmP,3,0,20
2020-08-26,Intrepid,none,NuFilmP,10,2,20
2020-08-26,Intrepid,none,NuFilmP,30,0,20
2020-08-27,Intrepid,none,NuFilmP,0,0,20
2020-08-27,Intrepid,none,NuFilmP,1,0,20
2020-08-27,Intrepid,none,NuFilmP,3,0,20
2020-08-27,Intrepid,none,NuFilmP,10,0,20
2020-08-27,Intrepid,none,NuFilmP,30,0,20
2020-06-01,Mustang Maxx,none,none,1,15,20
2020-06-01,Mustang Maxx,none,none,10,20,20
2020-06-02,Mustang Maxx,none,none,0,2,20
2020-06-02,Mustang Maxx,none,none,1,8,20
2020-06-02,Mustang Maxx,none,none,10,20,20
2020-06-05,Mustang Maxx,none,none,0,1,20
2020-06-05,Mustang Maxx,none,none,1,4,20
2020-06-05,Mustang Maxx,none,none,10,20,20
2020-06-19,Mustang Maxx,none,none,0,1,20
2020-06-19,Mustang Maxx,none,none,0.1,3,20
2020-06-19,Mustang Maxx,none,none,0.3,1,20
2020-06-19,Mustang Maxx,none,none,0.5,9,20
2020-06-19,Mustang Maxx,none,none,0.7,11,20
2020-06-19,Mustang Maxx,none,none,1,9,20
2020-06-19,Mustang Maxx,none,none,2,16,20
2020-06-19,Mustang Maxx,none,none,10,20,20
2020-06-20,Mustang Maxx,none,none,0,0,20
2020-06-20,Mustang Maxx,none,none,0.1,0,20
2020-06-20,Mustang Maxx,none,none,0.3,0,20
2020-06-20,Mustang Maxx,none,none,0.5,1,20
2020-06-20,Mustang Maxx,none,none,0.7,4,20
2020-06-20,Mustang Maxx,none,none,1,6,20
2020-06-20,Mustang Maxx,none,none,2,11,20
2020-06-20,Mustang Maxx,none,none,10,20,20
2020-06-25,Mustang Maxx,none,none,0,0,20
2020-06-25,Mustang Maxx,none,none,0.1,1,20
2020-06-25,Mustang Maxx,none,none,0.3,4,22
2020-06-25,Mustang Maxx,none,none,0.5,8,20
2020-06-25,Mustang Maxx,none,none,0.7,10,20
2020-06-25,Mustang Maxx,none,none,1,9,20
2020-06-25,Mustang Maxx,none,none,2,14,20
2020-06-25,Mustang Maxx,none,none,10,20,20
